event date,volunteer number,event budge,event type,volunteer certification,total number,event location,volunteer's bonus,volunteer's score,satisfy
6/17/2015,28,3000,Study buddy Tutor,Y,200,West Vancouver,382,30,Y
1/8/2015,20,4000,Childen Program,Y,600,Burnaby,480,50,Y
8/15/2015,21,1000,Meals on Wheels Volunteer,Y,100,North Vancouver,164,30,Y
7/11/2015,28,1000,Graphic Design,Y,300,North Vancouver,219,10,Y
8/21/2015,40,2000,Big Sister Program,Y,200,Burnaby,446,30,Y
6/14/2015,40,3000,Development Volunteer,Y,200,New Westminster,378,30,Y
10/21/2015,14,4000,Conference,Y,200,North Vancouver,333,20,Y
8/25/2015,11,4000,Study buddy Tutor,Y,600,West Vancouver,419,30,Y
5/8/2015,22,3000,Health Product Study,Y,50,North Vancouver,123,10,Y
4/28/2015,28,2000,Festival,Y,300,Langley,203,20,N
7/7/2015,34,2000,Survey,Y,300,West Vancouver,442,50,Y
8/12/2015,15,2000,Graphic Design,Y,300,Richmond,72,30,Y
8/30/2015,26,1000,Office Volunteer,Y,600,North Vancouver,136,10,Y
4/18/2015,19,3000,Chamber of Commerce,Y,600,West Vancouver,162,40,Y
3/30/2015,36,4000,Chamber of Commerce,Y,200,West Vancouver,297,30,Y
5/22/2015,29,3000,Big Sister Program,Y,400,New Westminster,385,20,Y
5/3/2015,32,3000,Childcare,Y,100,North Vancouver,353,30,Y
7/1/2015,17,1000,Survey,N,50,North Vancouver,449,20,Y
1/22/2015,38,2000,Festival,Y,600,Richmond,377,40,Y
3/16/2015,11,3000,Development Volunteer,Y,100,Langley,277,20,Y
1/30/2015,32,3000,Visual Arts Committee,Y,400,Coquitlam,318,10,Y
5/5/2015,22,1000,Museum Tour Guide,Y,100,Maple Ridge,291,20,Y
8/3/2015,37,4000,Visual Arts Committee,Y,100,Richmond,397,10,Y
4/28/2015,31,2000,Health Product Study,Y,100,Maple Ridge,401,30,Y
9/11/2015,36,3000,Market Volunteer,Y,500,New Westminster,435,30,Y
3/11/2015,33,3000,Conference,Y,600,Coquitlam,223,20,Y
4/24/2015,14,2000,In-School Mentor,Y,400,Richmond,28,50,Y
3/27/2015,21,3000,Office Volunteer,Y,100,New Westminster,239,50,Y
6/12/2015,40,1000,Museum Tour Guide,Y,50,Maple Ridge,87,40,Y
10/25/2015,30,1000,Big Sister Program,Y,50,West Vancouver,86,10,Y
1/15/2015,16,1000,Museum Tour Guide,Y,600,Richmond,26,30,Y
7/24/2015,24,3000,Nature House Volunteer,Y,200,Maple Ridge,108,20,Y
5/26/2015,25,4000,Meals on Wheels Volunteer,Y,200,Vancouver,496,50,N
2/9/2015,35,3000,Community Visitor,Y,100,Coquitlam,476,30,Y
5/6/2015,16,1000,Fitness Class,Y,400,Coquitlam,495,50,Y
10/3/2015,24,2000,Food Hamper Volunteer,Y,400,Burnaby,238,10,Y
3/19/2015,29,1000,Visual Arts Committee,Y,100,Maple Ridge,460,20,Y
3/23/2015,26,2000,Museum Tour Guide,Y,500,Coquitlam,433,30,Y
2/6/2015,19,2000,Nature House Volunteer,Y,600,North Vancouver,300,30,N
4/4/2015,30,3000,Fitness Class,Y,50,Langley,424,20,Y
1/15/2015,32,4000,Seniors Centre Volunteer,Y,200,New Westminster,327,10,Y
10/19/2015,11,3000,Museum Tour Guide,N,100,New Westminster,195,50,Y
9/15/2015,25,2000,Contest,Y,200,New Westminster,498,30,Y
2/20/2015,16,3000,Urban Native Youth Association,Y,500,Maple Ridge,247,10,Y
9/7/2015,24,2000,Seniors Centre Volunteer,Y,500,Richmond,211,30,Y
8/3/2015,18,1000,Survey,Y,100,Maple Ridge,366,20,Y
10/4/2015,36,4000,Cultural event,Y,50,Langley,88,40,Y
10/10/2015,40,4000,Concert,Y,600,Langley,341,30,Y
10/13/2015,32,2000,Meals on Wheels Volunteer,Y,400,Vancouver,333,50,Y
1/9/2015,26,4000,Community Visitor,Y,500,West Vancouver,201,40,Y
2/4/2015,40,1000,Contest,Y,200,Burnaby,209,30,Y
9/11/2015,20,2000,Urban Native Youth Association,Y,50,New Westminster,490,50,Y
2/24/2015,34,1000,Festival,Y,100,North Vancouver,282,10,Y
9/4/2015,21,4000,Meals on Wheels Volunteer,Y,50,Coquitlam,18,50,Y
1/12/2015,15,3000,Survey,N,200,Richmond,328,40,Y
6/22/2015,35,3000,Concert,N,400,Burnaby,355,30,N
3/29/2015,22,4000,Market Volunteer,Y,100,Burnaby,138,10,Y
7/12/2015,20,3000,Meals on Wheels Volunteer,Y,50,Coquitlam,21,30,Y
10/25/2015,40,3000,Office Volunteer,Y,200,Vancouver,487,50,N
3/10/2015,38,3000,Market Volunteer,Y,500,West Vancouver,185,10,Y
6/9/2015,37,4000,Fitness Class,N,600,Burnaby,32,30,Y
5/6/2015,29,2000,Equipment Sorter,Y,400,Burnaby,357,50,Y
8/17/2015,11,2000,Childen Program,Y,400,Maple Ridge,44,30,Y
8/18/2015,36,1000,Study buddy Tutor,Y,400,Burnaby,300,30,Y
10/30/2015,13,2000,Office Volunteer,Y,50,Burnaby,413,30,Y
10/27/2015,39,4000,Equipment Sorter,Y,600,Burnaby,360,20,Y
9/6/2015,18,4000,Seniors Centre Volunteer,Y,100,Langley,189,30,Y
7/17/2015,40,4000,Development Volunteer,Y,200,West Vancouver,288,40,Y
8/8/2015,19,4000,Health Product Study,N,400,Langley,335,30,Y
3/8/2015,26,4000,Childcare,Y,500,Richmond,408,40,Y
1/23/2015,21,1000,Meals on Wheels Volunteer,Y,500,Richmond,479,40,Y
2/30/2015,29,1000,Recreation Assistants,Y,600,Burnaby,455,50,Y
8/18/2015,17,2000,Training,Y,100,West Vancouver,68,20,Y
7/27/2015,38,2000,Market Volunteer,Y,50,Burnaby,222,20,Y
1/16/2015,29,1000,Food Hamper Volunteer,Y,50,North Vancouver,480,30,Y
4/20/2015,37,2000,Seniors Centre Volunteer,Y,200,West Vancouver,88,10,Y
5/9/2015,30,2000,Competition,Y,200,Vancouver,271,20,Y
8/20/2015,20,4000,Nature House Volunteer,Y,400,West Vancouver,87,50,Y
6/21/2015,35,1000,Festival,Y,600,New Westminster,146,40,Y
2/5/2015,26,4000,Special Event,N,100,Vancouver,392,10,Y
3/29/2015,38,4000,Health Product Study,Y,600,New Westminster,218,30,Y
2/24/2015,13,1000,Health Product Study,Y,500,Richmond,122,50,Y
1/18/2015,19,1000,Recreation Assistants,Y,600,Burnaby,406,20,Y
6/22/2015,22,3000,Equipment Sorter,Y,600,North Vancouver,255,40,Y
7/19/2015,36,3000,Training,Y,100,New Westminster,116,20,Y
3/22/2015,31,4000,Social Media,Y,500,Burnaby,229,10,Y
1/15/2015,16,1000,Survey,Y,50,North Vancouver,69,20,Y
6/2/2015,24,3000,Community Visitor,Y,500,Maple Ridge,423,50,N
2/7/2015,10,2000,Childen Program,Y,200,Maple Ridge,201,40,Y
2/6/2015,15,2000,Graphic Design,Y,500,North Vancouver,269,10,Y
4/25/2015,21,2000,Seniors Centre Volunteer,Y,300,Burnaby,403,50,Y
9/28/2015,14,4000,Concert,N,50,New Westminster,129,10,Y
5/30/2015,38,2000,Health Product Study,Y,50,Burnaby,76,30,Y
4/10/2015,10,2000,Conference,Y,300,New Westminster,212,10,Y
4/1/2015,26,1000,Food Hamper Volunteer,Y,400,New Westminster,376,10,Y
6/27/2015,18,1000,Contest,Y,200,North Vancouver,263,20,N
10/4/2015,32,2000,Fitness Class,Y,400,North Vancouver,47,40,Y
8/22/2015,31,1000,Speech,Y,200,North Vancouver,116,50,Y
7/15/2015,11,1000,Study buddy Tutor,N,100,Langley,17,30,Y
3/7/2015,19,4000,Development Volunteer,Y,200,North Vancouver,450,10,Y
3/10/2015,14,2000,Market Volunteer,Y,50,Langley,463,50,Y
5/28/2015,32,2000,Visual Arts Committee,Y,100,North Vancouver,357,10,Y
9/6/2015,30,4000,Contest,Y,200,Langley,223,30,Y
10/21/2015,33,3000,Party,Y,300,Langley,72,30,Y
4/8/2015,34,1000,Speech,Y,50,Burnaby,63,50,Y
6/20/2015,29,1000,Charitable Donations,Y,50,Vancouver,61,10,Y
4/14/2015,39,2000,Fundraising,Y,400,Coquitlam,287,10,Y
9/26/2015,11,3000,Chamber of Commerce,Y,300,Burnaby,115,30,Y
3/28/2015,33,3000,Urban Native Youth Association,Y,50,New Westminster,292,40,Y
4/3/2015,22,1000,Fundraising,Y,300,New Westminster,388,50,Y
6/10/2015,27,1000,Big Sister Program,Y,200,Coquitlam,279,10,Y
6/17/2015,32,2000,Health Product Study,Y,100,Burnaby,481,20,Y
10/30/2015,28,2000,Social Media,Y,500,Langley,218,10,Y
8/20/2015,36,2000,Special Event,Y,100,West Vancouver,464,10,Y
5/16/2015,34,4000,Childen Program,Y,500,Richmond,225,50,Y
9/29/2015,32,4000,Museum Tour Guide,Y,300,Coquitlam,480,10,Y
6/25/2015,38,1000,Competition,Y,300,New Westminster,487,40,Y
7/7/2015,40,2000,Festival,Y,500,Coquitlam,427,50,Y
10/14/2015,12,2000,Conference,Y,200,Richmond,400,10,N
9/17/2015,15,2000,Cultural event,Y,400,Coquitlam,113,50,Y
6/16/2015,27,2000,Health Product Study,Y,400,New Westminster,225,40,Y
4/24/2015,15,4000,Study buddy Tutor,Y,300,Langley,453,10,Y
10/27/2015,19,2000,Museum Tour Guide,Y,300,New Westminster,238,10,Y
6/30/2015,27,4000,Seniors Centre Volunteer,Y,100,Vancouver,477,20,Y
1/25/2015,29,1000,Special Event,Y,100,Coquitlam,388,30,Y
4/3/2015,25,2000,Seniors Centre Volunteer,Y,600,Richmond,49,50,Y
6/1/2015,18,4000,Party,Y,200,Maple Ridge,163,20,Y
8/12/2015,26,2000,Fitness Class,Y,600,Burnaby,365,50,N
3/29/2015,17,3000,Festival,Y,400,Richmond,22,10,Y
9/1/2015,40,1000,Museum Tour Guide,Y,400,New Westminster,354,30,Y
1/24/2015,36,4000,Visual Arts Committee,Y,500,Langley,295,50,Y
3/20/2015,39,2000,Museum Tour Guide,Y,50,North Vancouver,268,30,Y
8/23/2015,30,3000,Development Volunteer,Y,600,Maple Ridge,141,40,Y
7/17/2015,27,4000,Conference,Y,100,West Vancouver,190,50,Y
10/12/2015,19,1000,Development Volunteer,Y,200,Vancouver,340,40,Y
9/18/2015,40,4000,Fundraising,Y,600,Burnaby,38,20,Y
4/9/2015,20,2000,Big Sister Program,Y,100,Langley,197,50,Y
3/3/2015,35,3000,Nature House Volunteer,Y,500,Coquitlam,214,20,Y
4/2/2015,21,1000,Graphic Design,Y,100,West Vancouver,104,30,Y
4/14/2015,21,4000,Training,Y,200,Maple Ridge,367,50,Y
10/27/2015,20,2000,Office Volunteer,Y,500,Langley,467,50,N
10/3/2015,17,1000,Food Hamper Volunteer,Y,100,Richmond,236,30,Y
9/22/2015,14,1000,Concert,Y,300,West Vancouver,62,20,Y
5/17/2015,33,2000,Urban Native Youth Association,Y,400,Burnaby,290,10,Y
1/9/2015,24,4000,Nature House Volunteer,Y,600,Vancouver,285,40,Y
10/25/2015,21,4000,Big Sister Program,Y,300,Maple Ridge,392,30,Y
9/4/2015,35,3000,Contest,Y,400,West Vancouver,113,10,Y
5/14/2015,11,3000,Office Volunteer,Y,300,Vancouver,195,20,Y
4/28/2015,39,4000,Food Hamper Volunteer,Y,50,Richmond,416,20,Y
6/22/2015,22,1000,Parade,Y,100,Burnaby,443,30,Y
3/14/2015,34,1000,Training,Y,400,Richmond,201,40,Y
5/21/2015,17,1000,Fundraising,Y,300,Langley,217,10,Y
8/26/2015,35,3000,Special Event,Y,300,Burnaby,96,20,Y
9/2/2015,13,3000,Festival,Y,500,Burnaby,414,50,Y
4/27/2015,12,4000,Conference,Y,100,Langley,293,40,Y
2/21/2015,16,3000,Study buddy Tutor,Y,200,West Vancouver,333,30,Y
9/30/2015,37,3000,Study buddy Tutor,Y,200,Burnaby,77,40,Y
7/27/2015,16,4000,Conference,Y,100,Richmond,277,30,Y
6/23/2015,39,2000,Big Sister Program,Y,50,North Vancouver,262,30,Y
8/25/2015,30,4000,Speech,Y,600,Maple Ridge,450,10,Y
4/26/2015,10,3000,Museum Tour Guide,Y,500,Burnaby,441,10,Y
10/22/2015,24,2000,Museum Tour Guide,N,300,Richmond,256,30,Y
2/29/2015,33,3000,Community Visitor,N,50,Burnaby,166,40,Y
4/11/2015,34,1000,Community Visitor,N,400,Coquitlam,98,40,Y
1/16/2015,38,3000,Museum Tour Guide,Y,600,Maple Ridge,342,20,Y
6/26/2015,13,1000,Seniors Centre Volunteer,Y,200,Richmond,149,10,Y
1/4/2015,25,3000,Parade,Y,400,Maple Ridge,405,50,Y
6/10/2015,24,4000,Development Volunteer,Y,100,Maple Ridge,11,50,N
1/3/2015,37,3000,Training,Y,100,Coquitlam,476,50,Y
9/24/2015,22,4000,Seniors Centre Volunteer,Y,500,Langley,279,30,Y
1/20/2015,12,3000,Childcare,N,600,Maple Ridge,249,40,Y
7/24/2015,38,1000,Museum Tour Guide,Y,500,Maple Ridge,237,10,Y
2/29/2015,23,2000,Equipment Sorter,Y,400,Maple Ridge,426,30,Y
5/29/2015,10,2000,Chamber of Commerce,Y,500,New Westminster,114,30,Y
3/8/2015,10,1000,Concert,Y,400,West Vancouver,348,30,Y
7/21/2015,30,1000,Parade,N,200,Burnaby,182,10,Y
4/12/2015,18,1000,Community Visitor,N,50,West Vancouver,196,40,Y
6/14/2015,27,3000,Contest,Y,600,Langley,251,40,Y
6/2/2015,28,1000,Food Hamper Volunteer,Y,400,Maple Ridge,214,30,Y
3/20/2015,19,4000,Nature House Volunteer,Y,600,New Westminster,434,20,Y
6/1/2015,33,1000,Concert,Y,200,Richmond,108,10,Y
3/26/2015,22,3000,Chamber of Commerce,Y,50,Langley,201,30,Y
6/28/2015,13,2000,Visual Arts Committee,Y,200,Langley,57,10,Y
4/5/2015,17,3000,Conference,Y,500,North Vancouver,35,40,N
1/5/2015,11,3000,In-School Mentor,Y,50,West Vancouver,328,20,Y
10/24/2015,24,3000,Development Volunteer,Y,400,West Vancouver,293,40,Y
7/15/2015,19,3000,Contest,Y,600,Coquitlam,12,20,Y
4/13/2015,40,4000,Office Volunteer,N,200,Burnaby,441,20,Y
4/28/2015,20,1000,Contest,Y,400,Langley,56,10,Y
3/26/2015,17,3000,Concert,Y,600,Maple Ridge,210,20,Y
5/19/2015,37,1000,Museum Tour Guide,Y,200,Richmond,360,50,Y
1/8/2015,22,3000,Charitable Donations,N,600,Langley,64,10,Y
8/12/2015,31,2000,Special Event,Y,600,New Westminster,76,30,Y
6/17/2015,31,2000,Party,Y,400,Burnaby,389,40,Y
8/11/2015,21,4000,Urban Native Youth Association,Y,100,Langley,189,50,Y
7/14/2015,33,2000,In-School Mentor,Y,400,Richmond,474,20,Y
3/15/2015,39,4000,Special Event,Y,100,Vancouver,248,10,Y
9/27/2015,29,2000,Special Event,Y,500,Burnaby,143,30,Y
10/28/2015,37,3000,Party,Y,400,Burnaby,373,10,Y
2/21/2015,34,1000,Market Volunteer,Y,500,New Westminster,474,10,Y
7/21/2015,18,2000,Community Visitor,Y,500,Coquitlam,116,30,Y
2/18/2015,15,4000,Chamber of Commerce,Y,50,Burnaby,41,50,Y
5/22/2015,13,4000,Equipment Sorter,Y,500,Langley,427,50,Y
2/13/2015,18,1000,Office Volunteer,Y,600,West Vancouver,156,20,Y
8/7/2015,18,4000,Urban Native Youth Association,Y,500,Vancouver,120,30,Y
10/2/2015,20,4000,Visual Arts Committee,N,600,West Vancouver,443,40,Y
7/23/2015,20,2000,Big Sister Program,N,50,North Vancouver,107,40,Y
2/4/2015,17,3000,Recreation Assistants,Y,500,Vancouver,343,10,N
10/24/2015,36,1000,Development Volunteer,Y,200,New Westminster,165,10,Y
2/2/2015,21,2000,Competition,Y,600,Maple Ridge,486,50,Y
8/26/2015,16,4000,Seniors Centre Volunteer,Y,500,Coquitlam,463,50,Y
6/24/2015,30,3000,Chamber of Commerce,Y,500,Burnaby,158,50,Y
10/11/2015,20,2000,Concert,Y,100,Vancouver,246,20,Y
2/16/2015,24,3000,Graphic Design,N,600,West Vancouver,207,40,Y
8/3/2015,34,3000,Meals on Wheels Volunteer,Y,100,Vancouver,408,10,Y
7/27/2015,34,4000,Market Volunteer,Y,500,Langley,163,30,Y
7/4/2015,21,2000,Study buddy Tutor,Y,400,Coquitlam,436,40,Y
8/7/2015,11,1000,Fitness Class,Y,100,Maple Ridge,254,20,Y
6/16/2015,14,1000,Big Sister Program,Y,500,Langley,306,20,Y
4/23/2015,31,2000,Party,Y,100,Langley,336,30,Y
10/19/2015,22,4000,Health Product Study,Y,400,Richmond,370,20,Y
8/24/2015,32,2000,Development Volunteer,Y,400,Coquitlam,452,40,Y
6/24/2015,39,1000,Concert,Y,200,West Vancouver,47,30,Y
8/3/2015,13,4000,Recreation Assistants,Y,600,New Westminster,435,10,Y
10/14/2015,21,3000,Study buddy Tutor,Y,100,Richmond,103,40,Y
8/4/2015,38,1000,Community Visitor,Y,400,Maple Ridge,55,30,Y
9/1/2015,22,3000,Urban Native Youth Association,Y,400,West Vancouver,49,10,Y
9/18/2015,36,1000,Chamber of Commerce,Y,400,Coquitlam,182,10,Y
8/8/2015,20,1000,Recreation Assistants,Y,100,Burnaby,113,50,Y
2/17/2015,38,4000,Survey,Y,50,Burnaby,34,10,Y
8/26/2015,17,1000,Party,Y,300,Burnaby,479,30,Y
9/3/2015,34,4000,Market Volunteer,Y,100,New Westminster,409,30,Y
6/11/2015,15,3000,Health Product Study,N,200,Coquitlam,360,20,Y
7/10/2015,18,4000,Competition,Y,500,Coquitlam,443,10,N
5/21/2015,13,1000,Graphic Design,Y,400,Vancouver,417,10,Y
4/3/2015,36,1000,Fitness Class,Y,600,Coquitlam,195,40,Y
6/9/2015,21,3000,Special Event,Y,400,Maple Ridge,374,20,Y
10/9/2015,20,1000,Fitness Class,Y,300,New Westminster,340,10,N
3/8/2015,14,2000,Survey,Y,400,West Vancouver,386,40,Y
3/23/2015,23,4000,Festival,Y,400,New Westminster,15,20,Y
3/18/2015,17,2000,Party,Y,100,Richmond,474,40,Y
1/5/2015,40,3000,Training,Y,200,Langley,158,40,Y
5/8/2015,22,2000,Community Visitor,Y,600,Coquitlam,452,10,Y
8/5/2015,10,1000,Meals on Wheels Volunteer,Y,600,Maple Ridge,244,40,Y
1/7/2015,11,2000,Recreation Assistants,Y,600,Coquitlam,153,30,Y
10/23/2015,25,1000,Fundraising,Y,300,Maple Ridge,88,40,Y
10/22/2015,16,1000,Survey,Y,500,Vancouver,441,50,Y
4/1/2015,13,1000,Community Visitor,Y,50,Vancouver,221,30,Y
7/15/2015,16,2000,Contest,N,300,West Vancouver,446,20,Y
1/10/2015,27,2000,Social Media,Y,400,New Westminster,491,40,Y
6/3/2015,32,3000,Visual Arts Committee,Y,100,Maple Ridge,300,20,Y
4/25/2015,29,1000,Conference,Y,500,North Vancouver,424,40,Y
9/24/2015,29,2000,In-School Mentor,Y,600,Coquitlam,444,40,Y
10/7/2015,22,3000,Cultural event,Y,500,North Vancouver,495,10,Y
5/8/2015,14,4000,Special Event,Y,300,Maple Ridge,198,20,Y
7/23/2015,14,3000,In-School Mentor,Y,600,Vancouver,467,50,Y
4/23/2015,28,3000,Chamber of Commerce,Y,200,Vancouver,492,10,Y
4/26/2015,31,3000,In-School Mentor,Y,50,Maple Ridge,61,10,Y
9/6/2015,32,1000,Survey,Y,600,Richmond,42,20,Y
3/18/2015,20,4000,Big Sister Program,Y,100,North Vancouver,210,20,Y
7/18/2015,38,2000,Training,Y,400,Maple Ridge,235,20,Y
10/21/2015,30,2000,Recreation Assistants,Y,300,New Westminster,54,10,Y
1/23/2015,15,3000,Childcare,Y,50,Langley,420,40,Y
1/16/2015,12,2000,Social Media,N,50,New Westminster,84,20,Y
5/3/2015,24,3000,Office Volunteer,Y,100,Richmond,48,30,Y
2/26/2015,39,4000,Big Sister Program,Y,600,New Westminster,393,10,Y
10/24/2015,14,4000,Competition,N,300,Richmond,186,30,Y
3/1/2015,33,1000,In-School Mentor,Y,500,New Westminster,218,20,Y
5/11/2015,18,3000,Special Event,Y,100,Langley,476,40,Y
1/15/2015,25,2000,Festival,Y,500,Maple Ridge,237,50,Y
1/27/2015,17,1000,Equipment Sorter,Y,50,West Vancouver,387,40,Y
4/30/2015,12,3000,Charitable Donations,Y,400,West Vancouver,38,30,Y
2/15/2015,19,3000,Seniors Centre Volunteer,Y,100,Burnaby,247,50,Y
3/11/2015,29,2000,Big Sister Program,Y,200,New Westminster,375,50,Y
10/17/2015,38,1000,Equipment Sorter,Y,600,Burnaby,62,10,Y
1/18/2015,34,4000,Training,N,600,West Vancouver,308,20,Y
2/16/2015,17,1000,Seniors Centre Volunteer,Y,50,Coquitlam,179,20,Y
4/7/2015,25,3000,Development Volunteer,Y,100,Vancouver,176,50,N
10/2/2015,22,1000,Food Hamper Volunteer,Y,200,Coquitlam,443,10,Y
5/7/2015,34,1000,Market Volunteer,N,100,Burnaby,169,40,Y
9/8/2015,25,2000,Recreation Assistants,Y,600,Maple Ridge,184,30,N
2/17/2015,40,3000,Recreation Assistants,Y,600,Vancouver,435,20,Y
3/26/2015,28,1000,Social Media,Y,200,Maple Ridge,175,10,Y
10/1/2015,39,4000,Study buddy Tutor,Y,300,Maple Ridge,198,40,Y
7/28/2015,36,4000,Fitness Class,Y,500,Langley,158,50,Y
9/9/2015,28,4000,Seniors Centre Volunteer,Y,100,Coquitlam,189,40,Y
5/26/2015,14,3000,Community Visitor,Y,100,North Vancouver,12,10,Y
5/20/2015,29,1000,Urban Native Youth Association,N,500,Maple Ridge,387,50,Y
7/15/2015,19,3000,Concert,Y,600,Richmond,129,50,Y
9/23/2015,34,4000,Parade,Y,400,North Vancouver,433,40,Y
4/6/2015,31,4000,Training,Y,500,Coquitlam,495,30,Y
5/30/2015,36,4000,Parade,Y,200,Maple Ridge,287,20,Y
7/3/2015,36,2000,Survey,Y,600,Burnaby,493,50,N
3/26/2015,40,3000,Contest,Y,400,North Vancouver,344,10,Y
6/27/2015,13,1000,Office Volunteer,Y,100,Richmond,264,20,Y
9/15/2015,13,1000,Chamber of Commerce,Y,100,North Vancouver,56,10,Y
7/18/2015,22,2000,Charitable Donations,Y,600,Richmond,31,50,Y
3/15/2015,33,2000,Recreation Assistants,Y,400,Burnaby,486,10,Y
8/23/2015,34,1000,Party,Y,100,Richmond,263,20,N
4/19/2015,27,4000,Fitness Class,N,400,Maple Ridge,101,20,Y
1/15/2015,30,3000,Training,N,300,Richmond,458,10,Y
7/28/2015,22,3000,Big Sister Program,Y,600,Coquitlam,351,30,Y
1/28/2015,19,3000,Fundraising,Y,50,New Westminster,361,40,Y
1/4/2015,29,4000,Seniors Centre Volunteer,Y,200,New Westminster,170,40,Y
7/26/2015,30,1000,Concert,N,50,New Westminster,318,40,Y
2/18/2015,19,2000,Development Volunteer,Y,100,New Westminster,265,40,Y
4/29/2015,20,3000,Childen Program,Y,100,West Vancouver,249,50,Y
1/10/2015,29,2000,Childen Program,Y,50,West Vancouver,232,40,Y
3/6/2015,37,3000,Competition,Y,200,Vancouver,455,30,Y
5/9/2015,18,2000,Parade,N,600,Richmond,462,10,Y
9/24/2015,14,1000,Survey,Y,200,Langley,279,10,Y
3/5/2015,23,1000,Big Sister Program,Y,200,Maple Ridge,192,30,Y
6/11/2015,20,3000,Childen Program,Y,500,Burnaby,48,30,Y
8/5/2015,17,2000,Recreation Assistants,Y,500,Burnaby,265,10,Y
9/10/2015,30,4000,Big Sister Program,N,600,West Vancouver,177,20,Y
10/18/2015,29,1000,Development Volunteer,Y,100,Burnaby,252,50,Y
2/14/2015,13,4000,Childen Program,Y,100,North Vancouver,312,20,Y
6/20/2015,16,1000,Childcare,Y,400,Burnaby,159,30,Y
10/24/2015,25,2000,Development Volunteer,Y,400,Burnaby,27,10,Y
8/1/2015,31,1000,Speech,Y,300,West Vancouver,233,20,Y
4/1/2015,22,1000,Competition,Y,500,New Westminster,196,30,Y
5/6/2015,17,1000,Training,Y,300,North Vancouver,489,40,Y
2/18/2015,22,3000,Special Event,Y,400,Langley,102,10,N
2/6/2015,39,4000,Concert,N,500,Vancouver,405,30,Y
6/11/2015,36,1000,Contest,Y,100,Langley,376,40,Y
5/30/2015,34,4000,Parade,N,200,Richmond,273,40,N
10/13/2015,39,1000,In-School Mentor,Y,200,Vancouver,362,20,Y
7/24/2015,23,2000,Health Product Study,Y,600,North Vancouver,347,50,Y
1/5/2015,27,3000,Speech,Y,200,Burnaby,480,30,Y
5/18/2015,32,4000,Nature House Volunteer,Y,600,Maple Ridge,74,30,Y
8/4/2015,34,4000,Urban Native Youth Association,Y,400,Vancouver,188,30,Y
5/11/2015,29,4000,Special Event,Y,300,Burnaby,136,20,Y
8/24/2015,14,2000,Conference,Y,50,Richmond,439,40,Y
7/27/2015,22,1000,Market Volunteer,Y,300,Richmond,437,30,Y
7/1/2015,14,4000,Conference,Y,300,West Vancouver,378,10,Y
6/25/2015,10,2000,Food Hamper Volunteer,Y,100,Richmond,195,50,Y
3/17/2015,35,4000,Festival,Y,200,West Vancouver,265,10,Y
10/20/2015,36,3000,Social Media,Y,200,Langley,131,10,Y
5/16/2015,39,4000,Urban Native Youth Association,Y,200,Burnaby,345,30,Y
7/13/2015,34,1000,Development Volunteer,Y,200,Richmond,167,10,Y
3/6/2015,36,1000,Market Volunteer,Y,400,Richmond,299,30,Y
10/7/2015,25,4000,Concert,Y,400,Maple Ridge,185,30,Y
6/17/2015,28,2000,Urban Native Youth Association,Y,400,Burnaby,464,10,Y
5/19/2015,24,4000,Community Visitor,Y,300,North Vancouver,387,50,Y
8/19/2015,35,3000,In-School Mentor,Y,50,Burnaby,403,30,Y
4/12/2015,33,1000,Parade,Y,500,Langley,38,10,N
2/5/2015,21,2000,Food Hamper Volunteer,Y,600,Burnaby,256,20,Y
6/12/2015,24,1000,Concert,Y,200,North Vancouver,399,30,N
10/24/2015,13,1000,Concert,Y,300,Richmond,81,20,Y
1/23/2015,11,2000,Competition,Y,400,Richmond,52,10,Y
2/9/2015,11,2000,Childcare,N,600,Coquitlam,185,40,Y
2/2/2015,21,4000,Recreation Assistants,Y,100,Langley,416,40,Y
3/29/2015,19,4000,Office Volunteer,Y,200,Vancouver,428,50,Y
9/2/2015,15,3000,Market Volunteer,Y,400,Vancouver,88,30,Y
8/14/2015,36,4000,Health Product Study,Y,50,Coquitlam,373,40,Y
4/2/2015,23,1000,Parade,N,600,Coquitlam,155,20,Y
6/10/2015,37,3000,Survey,Y,200,Coquitlam,220,20,N
1/23/2015,18,2000,Food Hamper Volunteer,Y,600,Langley,199,30,Y
2/18/2015,24,2000,Conference,Y,50,West Vancouver,350,50,Y
10/12/2015,15,1000,Community Visitor,Y,600,West Vancouver,311,50,Y
9/27/2015,35,1000,Charitable Donations,Y,400,West Vancouver,284,50,Y
6/22/2015,25,4000,Graphic Design,Y,50,New Westminster,337,50,Y
2/29/2015,17,2000,Equipment Sorter,Y,600,Richmond,259,10,Y
5/12/2015,20,3000,Conference,Y,200,West Vancouver,26,50,Y
